query	service	action	params
播放面包的故事	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '面包的故事', 'norm': '面包的故事', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放面面心跳	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '面面心跳', 'norm': '面面心跳', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放面子问题	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '面子问题', 'norm': '面子问题', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放渺小	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '渺小', 'norm': '渺小', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放名字	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '名字', 'norm': '名字', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明明白白我的心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明明白白我的心', 'norm': '明明白白我的心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明明就	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明明就', 'norm': '明明就', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明明喜欢我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明明喜欢', 'norm': '明明喜欢', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放明天，你好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天你好', 'norm': '明天你好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天不上班	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天不上班', 'norm': '明天不上班', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天的明天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天的明天', 'norm': '明天的明天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天过后	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天过后', 'norm': '明天过后', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天会更好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天会更好', 'norm': '明天会更好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天你好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天你好', 'norm': '明天你好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天我要嫁给你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天我要嫁给你', 'norm': '明天我要嫁给你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明天以后	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明天以后', 'norm': '明天以后', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明星	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明星', 'norm': '明星', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明星访谈	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明星访谈', 'norm': '明星访谈', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明月	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明月', 'norm': '明月', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明月本无心	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明月本无心', 'norm': '明月本无心', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明知故犯	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明知故犯', 'norm': '明知故犯', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放明知做戏	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '明知做戏', 'norm': '明知做戏', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放命硬	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '命硬', 'norm': '命硬', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放命中注定	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '命中注定', 'norm': '命中注定', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放模特	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '模特', 'norm': '模特', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放摩登女郎	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '摩登女郎', 'norm': '摩登女郎', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放摩天轮	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '摩天轮', 'norm': '摩天轮', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放摩天轮的思念	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '摩天轮的思念', 'norm': '摩天轮的思念', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放魔都	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '魔都', 'norm': '魔都', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放魔法城堡	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '魔法城堡', 'norm': '魔法城堡', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放魔鬼中的天使	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '魔鬼中的天使', 'norm': '魔鬼中的天使', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放末班车	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '末班车', 'norm': '末班车', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放末日不孤单	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '末日不孤单', 'norm': '末日不孤单', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放茉莉花	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '茉莉花', 'norm': '茉莉花', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放茉莉花开	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '茉莉花开', 'norm': '茉莉花开', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放陌生人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '陌生人', 'norm': '陌生人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放莫尼山	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '莫尼山', 'norm': '莫尼山', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放莫斯科没有眼泪	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '莫斯科没有眼泪', 'norm': '莫斯科没有眼泪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放默	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '默', 'norm': '默', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放某个心跳	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '某个心跳', 'norm': '某个心跳', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放某某	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '某某', 'norm': '某某', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放某年某月某天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '某年某月某天', 'norm': '某年某月某天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放某人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '某人', 'norm': '某人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放某时某刻	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '某时某刻', 'norm': '某时某刻', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放母亲楼	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '母亲楼', 'norm': '母亲楼', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放牡丹江	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '牡丹江', 'norm': '牡丹江', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放木偶人的倒数第一个梦	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '木偶人的倒数第一个梦', 'norm': '木偶人的倒数第一个梦', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放牧马人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '牧马人', 'norm': '牧马人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放慕容雪	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '慕容雪', 'norm': '慕容雪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放穆桂英指路	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '穆桂英指路', 'norm': '穆桂英指路', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放拿不起放不下你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '拿不起放不下你', 'norm': '拿不起放不下你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放拿得起放不下	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '拿得起放不下', 'norm': '拿得起放不下', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放哪里是你的拥抱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '哪里是你的拥抱', 'norm': '哪里是你的拥抱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那', 'norm': '那', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那栋楼	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那栋楼', 'norm': '那栋楼', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那个静默的阳光午后	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '静默的阳光午后', 'norm': '静默的阳光午后', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那个男人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人', 'norm': '男人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那个远方	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '远方', 'norm': '远方', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那就摇头吧	RMUSIC_1129	PlayByName	{'name': {'orgin': '那就摇头', 'norm': '那就摇头', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那就这样吧	RMUSIC_1129	PlayByName	{'name': {'orgin': '那就这样', 'norm': '那就这样', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那里是哪里	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那里是哪', 'norm': '那里是哪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那么动情	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那么动', 'norm': '那么动', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"theme":"情"}]', 'norm': '[{"theme":"爱情"}]', 'logic': '0', 'paramType': '{"theme":"@sys.entity.MUSIC_TAG_THEME"}', 'code': 0}}

播放那么好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那么好', 'norm': '那么好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那么骄傲	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那么骄傲', 'norm': '那么骄傲', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那么再见	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那么再见', 'norm': '那么再见', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那年', 'norm': '那年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那年初夏	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那年初夏', 'norm': '那年初夏', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那年夏天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那年夏天', 'norm': '那年夏天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那年印象刘三姐	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那年印象刘三姐', 'norm': '那年印象刘三姐', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那片海	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那片海', 'norm': '那片海', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那片星空那片海	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那片星空那片海', 'norm': '那片星空那片海', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那时的光	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那时的光', 'norm': '那时的光', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那时候	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那时候', 'norm': '那时候', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那时候的我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那时候', 'norm': '那时候', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放那时雨	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那时雨', 'norm': '那时雨', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那是我	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那是', 'norm': '那是', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'name': {'orgin': '我', 'norm': '我', 'logic': '', 'paramType': '@sys.entity.MUSIC_NAME', 'code': 0}}

播放那些爱过的事	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那些爱过的事', 'norm': '那些爱过的事', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那些花儿	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那些花儿', 'norm': '那些花儿', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那些年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那些年', 'norm': '那些年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那些年，我们一起追过的女孩	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那些年我们一起追过', 'norm': '那些年我们一起追过', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"crowd":"女孩"}]', 'norm': '[{"crowd":"女生"}]', 'logic': '0', 'paramType': '{"crowd":"@sys.entity.MUSIC_TAG_CROWD"}', 'code': 0}}

播放那些年我们一起追过的女孩	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '那些年我们一起追过', 'norm': '那些年我们一起追过', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"crowd":"女孩"}]', 'norm': '[{"crowd":"女生"}]', 'logic': '0', 'paramType': '{"crowd":"@sys.entity.MUSIC_TAG_CROWD"}', 'code': 0}}

播放那些女孩教我的事	RMUSIC_1129	PlayByName	{'name': {'orgin': '教我的事', 'norm': '教我的事', 'logic': '', 'paramType': '@sys.any', 'code': 0}, 'taglist': {'orgin': '[{"crowd":"女孩"}]', 'norm': '[{"crowd":"女生"}]', 'logic': '0', 'paramType': '{"crowd":"@sys.entity.MUSIC_TAG_CROWD"}', 'code': 0}}

播放那一段日子	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '段日子', 'norm': '段日子', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那一年	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '年', 'norm': '年', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那一年那一天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '年那一天', 'norm': '年那一天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那一世	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '世', 'norm': '世', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放那一天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '天', 'norm': '天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放呐呐呐	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '呐呐呐', 'norm': '呐呐呐', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放纳西索斯	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '纳西索斯', 'norm': '纳西索斯', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放奶爸天团洗脑歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '奶爸天团洗脑', 'norm': '奶爸天团洗脑', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男儿当自强	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男儿当自强', 'norm': '男儿当自强', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人', 'norm': '男人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人KTV	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人ktv', 'norm': '男人ktv', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人的好	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人的好', 'norm': '男人的好', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人的泪	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人的泪', 'norm': '男人的泪', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人的痛	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人的痛', 'norm': '男人的痛', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人的心伤不起	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人的心伤不起', 'norm': '男人的心伤不起', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人歌	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人', 'norm': '男人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人海洋	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人海洋', 'norm': '男人海洋', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人好难	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人好难', 'norm': '男人好难', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人喝吧不是醉	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人喝吧不是醉', 'norm': '男人喝吧不是醉', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人花	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人花', 'norm': '男人花', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人女人	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人女人', 'norm': '男人女人', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男人辛苦	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男人辛苦', 'norm': '男人辛苦', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放男神专属	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '男神专属', 'norm': '男神专属', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南', 'norm': '南', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南部小城	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南部小城', 'norm': '南部小城', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南方姑娘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南方姑娘', 'norm': '南方姑娘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南瓜饼子店	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南瓜饼子店', 'norm': '南瓜饼子店', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南海姑娘	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南海姑娘', 'norm': '南海姑娘', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南来北往	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南来北往', 'norm': '南来北往', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放南屏晚钟	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '南屏晚钟', 'norm': '南屏晚钟', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难道	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难道', 'norm': '难道', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难道伤心是你给我的温柔	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难道伤心是你给我的温柔', 'norm': '难道伤心是你给我的温柔', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难道是我上辈子欠了你	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难道是我上辈子欠了你', 'norm': '难道是我上辈子欠了你', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难念的经	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难念的经', 'norm': '难念的经', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难忘的一天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难忘的一天', 'norm': '难忘的一天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放难以启齿的柔弱	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '难以启齿的柔弱', 'norm': '难以启齿的柔弱', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放闹翻天	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '闹翻天', 'norm': '闹翻天', 'logic': '', 'paramType': '@sys.any', 'code': 0}}

播放闹够了没有	RMUSIC_1129	PlayByAlbum	{'album_name': {'orgin': '闹够了没有', 'norm': '闹够了没有', 'logic': '', 'paramType': '@sys.any', 'code': 0}}
